1	agents/agent_await_resumption.harn	HARN-LNT-018
1	agents/agent_chat_loop.harn	HARN-LNT-018
1	agents/agent_edge_cases.harn	HARN-LNT-016
1	agents/agent_goal_reloop.harn	HARN-LNT-018
2	agents/agent_loop_dynamic_llm_context.harn	HARN-LNT-018
9	agents/agent_loop_escalation_provider_error.harn	HARN-LNT-018
2	agents/agent_loop_intra_turn_failure_fanout_cap.harn	HARN-LNT-049
36	agents/agent_loop_intra_turn_resource_fail_fast.harn	HARN-LNT-025
17	agents/agent_loop_monologue_actuation.harn	HARN-LNT-025
1	agents/agent_loop_native_missing_tool_call_recovery.harn	HARN-LNT-018
6	agents/agent_loop_options.harn	HARN-LNT-025
2	agents/agent_loop_step_judge_unavailable.harn	HARN-LNT-032
4	agents/agent_path_scope_guard.harn	HARN-LNT-025
16	agents/agent_path_scope_permissions.harn	HARN-LNT-025
5	agents/agent_session_current_id.harn	HARN-LNT-025
16	agents/agent_session_reanchor.harn	HARN-LNT-025
15	agents/agent_session_workspace_anchor.harn	HARN-LNT-025
11	agents/agent_sessions_ancestry.harn	HARN-LNT-025
4	agents/agent_sessions_fork.harn	HARN-LNT-025
2	agents/agent_sub_agent_anchor.harn	HARN-LNT-025
4	agents/artifact_emit.harn	HARN-LNT-018
1	agents/command_capture_rewrite.harn	HARN-LNT-054
1	agents/effects_inheritance_empty_child.harn	HARN-LNT-014
1	agents/effects_inheritance_subset_allowed.harn	HARN-LNT-014
1	agents/pipeline_drain_settlement_constrained_surface.harn	HARN-LNT-014
1	agents/pipeline_drain_settlement_constrained_surface.harn	HARN-LNT-016
1	agents/repair_post_edit_reverify_mandate.harn	HARN-LNT-014
9	agents/reserved_terminal_verify_guard.harn	HARN-LNT-025
2	agents/reserved_terminal_verify_guard.harn	HARN-LNT-049
10	agents/stall_delivered_fix_trigger.harn	HARN-LNT-025
11	agents/stall_stale_diagnostics_advisory.harn	HARN-LNT-025
16	agents/stall_verify_state_axis.harn	HARN-LNT-025
4	agents/suspend_continue_transcript_false.harn	HARN-LNT-014
2	agents/suspend_nested.harn	HARN-LNT-014
5	agents/thrash_hard_stop_recovery.harn	HARN-LNT-018
1	agents/tool_call_paradigm.harn	HARN-LNT-049
1	agents/worker_retriggerable.harn	HARN-LNT-014
1	agents/worker_retriggerable.harn	HARN-LNT-018
3	agents/workflow_executor_agent_loop.harn	HARN-LNT-018
1	agents/workflow_messages.harn	HARN-LNT-018
2	agents/workflow_policy_guardrails.harn	HARN-LNT-016
4	agents/workflow_run_repair_executor.harn	HARN-LNT-018
2	agents/workflow_run_repair_tracing_isolation.harn	HARN-LNT-018
4	agents/workflow_tool_handlers_preserved.harn	HARN-LNT-025
13	agents/zero_write_terminal_verify_guard.harn	HARN-LNT-025
2	concurrency/runtime_context.harn	HARN-LNT-018
1	concurrency/spawn_await.harn	HARN-LNT-014
1	concurrency/supervisor_circuit_open.harn	HARN-LNT-018
1	concurrency/supervisor_one_for_one.harn	HARN-LNT-018
1	concurrency/supervisor_restart_window.harn	HARN-LNT-018
2	control_flow/if_as_expression.harn	HARN-LNT-031
2	control_flow/if_else.harn	HARN-LNT-031
1	control_flow/match_as_expression.harn	HARN-LNT-018
1	control_flow/match_enum_destructure.harn	HARN-LNT-020
2	control_flow/while_true_diverges.harn	HARN-LNT-049
2	errors_by_feature/defer_block_scope.harn	HARN-LNT-031
4	errors_by_feature/owned_auto_drop.harn	HARN-LNT-031
1	errors_by_feature/try_star.harn	HARN-LNT-009
2	errors_by_feature/try_star.harn	HARN-LNT-018
1	errors_by_feature/try_star_finally.harn	HARN-LNT-018
1	errors_by_feature/typed_catch_propagate.harn	HARN-LNT-020
1	functions/closure_reference_capture.harn	HARN-LNT-009
1	functions/closure_reference_capture.harn	HARN-LNT-018
1	functions/default_args_self_name.harn	HARN-LNT-009
1	hooks_session/on_finish_preset_compose.harn	HARN-LNT-014
5	language/binding_mutation_matrix.harn	HARN-OWN-001
1	language/block_scopes.harn	HARN-LNT-031
1	language/nested_assignment.harn	HARN-OWN-001
2	language/precedence_nil_coalesce_method_chain.harn	HARN-LNT-051
1	language/scoping.harn	HARN-LNT-031
3	language/var_reassign_in_if.harn	HARN-LNT-031
2	mechanisms/escalation_progress_credit.contract.harn	HARN-LNT-018
1	modules/cross_module_enum_construction_lib.harn	HARN-LNT-014
2	modules/pub_const_lib.harn	HARN-LNT-014
1	modules/pub_const_lib.harn	HARN-LNT-018
5	modules/pub_const_selective_import.harn	HARN-LNT-025
1	modules/pub_import_duplicate_facade.harn	HARN-MOD-005
1	modules/pub_import_duplicate_facade.harn	HARN-MOD-006
1	modules/pub_import_duplicate_facade.harn	__CHECK_FAILED__
2	modules/pub_type_schema_runtime.harn	HARN-LNT-018
4	modules/require_statement.harn	HARN-LNT-038
1	modules/selective_import_from_zero_pub_rejected_lib.harn	HARN-LNT-019
1	modules/selective_import_private_helper.harn	HARN-LNT-025
1	modules/selective_import_private_rejected_lib.harn	HARN-LNT-019
1	personas/prelude_bounded_loop.harn	HARN-LNT-018
1	pool/backpressure_policies.harn	HARN-LNT-018
1	pool/max_concurrent_caps_in_flight.harn	HARN-LNT-018
3	pool/pool_unsettled_state_integration.harn	HARN-LNT-014
1	pool_durability/stale_inflight_marked_failed.harn	HARN-LNT-014
1	reminders/reminder_lifecycle_event_log.harn	HARN-LNT-014
1	reminders/reminder_render_local.harn	HARN-RMD-003
1	runtime/cli_host_caps_mkdtemp.harn	HARN-LNT-054
40	runtime/command_policy_hooks.harn	HARN-LNT-025
1	runtime/harness_fs_glob.harn	HARN-LNT-054
1	runtime/http_mock.harn	HARN-LNT-029
2	scenarios/agent_loop_escalation_equivalent_failover.harn	HARN-LNT-018
1	scenarios/agent_loop_escalation_equivalent_failover_partial_route_patch.harn	HARN-LNT-018
1	scenarios/agent_loop_escalation_equivalent_failover_prefer_owner.harn	HARN-LNT-018
1	scenarios/agent_loop_escalation_equivalent_failover_route_owner.harn	HARN-LNT-018
2	scenarios/agent_loop_internal_error_propagates.harn	HARN-LNT-016
1	scenarios/agent_loop_llm_caller_middleware.harn	HARN-LNT-018
1	scenarios/agent_loop_parallel_dispatch.harn	HARN-LNT-018
9	scenarios/agent_loop_profiles.harn	HARN-LNT-025
5	scenarios/agent_loop_tool_lifecycle_events.harn	HARN-LNT-025
1	scenarios/agent_loop_uses_custom_llm_caller.harn	HARN-LNT-018
1	scenarios/agent_progress_entries.harn	HARN-LNT-018
1	scenarios/agent_progress_message.harn	HARN-LNT-018
1	scenarios/agent_progress_replace.harn	HARN-LNT-018
1	scenarios/approval_policy_auto_approve.harn	HARN-LNT-016
1	scenarios/approval_policy_auto_deny.harn	HARN-LNT-016
1	scenarios/approval_policy_write_path.harn	HARN-LNT-016
1	scenarios/best_of_n_inside_agent_loop.harn	HARN-LNT-018
6	scenarios/http_server_stdlib.harn	HARN-LNT-025
1	scenarios/http_server_stdlib.harn	HARN-LNT-029
1	scenarios/llm_budget_recommend_max_output.harn	HARN-LNT-014
1	scenarios/llm_caller_with_retry_recovers_from_transient_error.harn	HARN-LNT-018
1	scenarios/llm_handlers_with_repair.harn	HARN-LNT-018
1	scenarios/llm_handlers_with_retry.harn	HARN-LNT-018
6	scenarios/llm_mock.harn	HARN-LNT-029
6	scenarios/llm_rewrite_supersedes_system_fragments.harn	HARN-LNT-016
2	scenarios/llm_structural_experiments.harn	HARN-LNT-018
1	scenarios/llm_transcripts.harn	HARN-LNT-014
4	scenarios/manifest_hooks_runtime/main.harn	HARN-LNT-025
8	scenarios/mcp_basic.harn	HARN-LNT-018
4	scenarios/mcp_tool_error.harn	HARN-LNT-018
4	scenarios/orchestrator_hot_reload_add.harn	HARN-LNT-025
7	scenarios/orchestrator_hot_reload_modify_inflight.harn	HARN-LNT-025
4	scenarios/orchestrator_hot_reload_remove.harn	HARN-LNT-025
2	scenarios/orchestrator_worker_claim_expiry_requeue.harn	HARN-LNT-025
1	scenarios/orchestrator_worker_enqueue_drain.harn	HARN-LNT-025
5	scenarios/tool_binder_pipeline.harn	HARN-LNT-018
